Price	Open	High	Low	Close	Volume
Ticker	GOOGL	GOOGL	GOOGL	GOOGL	GOOGL
Date					
2024-02-07	144.23711609029135	145.09401034685436	143.4101122563327	145.01429748535156	25208900
2024-02-08	145.30325222983242	145.80144618994143	144.57589330510174	145.38296508789062	22563800
2024-02-09	146.15019488835944	148.90023569338922	145.65200085309178	148.46182250976562	26829500
2024-02-12	147.88390077456958	148.80057588309657	146.8376903646867	146.9971160888672	21564100
2024-02-13	144.39654659834972	146.14022559186256	143.17099361993803	144.61575317382812	27837700
2024-02-14	145.55235075783116	145.9907638799773	143.56953330218784	145.41285705566406	22704200
2024-02-15	142.62297693010822	143.00160923320863	139.9526644025084	142.2543182373047	37590700
2024-02-16	142.47353083877866	142.6728054053805	139.6338188527591	140.012451171875	31451100
2024-02-20	139.15555724494791	141.56681447608818	138.9861731026745	140.6102752685547	25144700
2024-02-21	140.93909274838506	142.17461945732876	140.17186965955932	142.03512573242188	23315700
2024-02-22	144.40651186833028	144.47626632914975	142.28421567385627	143.56954956054688	27191900
2024-02-23	143.15105667715588	144.15740304546077	142.91191809295157	143.4400177001953	19493800
2024-02-26	141.62659012579664	141.9255095674052	136.89374711196356	137.07310485839844	53641800
2024-02-27	137.5214778925495	138.74703089223482	136.5948291340012	138.3783721923828	33099200
2024-02-28	137.4019042655953	137.511507557848	134.92090778300894	135.8874053955078	37328600
2024-02-29	136.78413893621683	138.35843374900972	135.90731265980716	137.9598846435547	42133000
2024-03-01	137.9299871846384	138.36840034880373	136.42544673822982	136.6446533203125	31119500
2024-03-04	135.17000103766665	135.17000103766665	131.43354600148837	132.86834716796875	55999400
2024-03-05	131.40365605755701	132.75874436377524	130.1980198718621	132.1907958984375	40194800
2024-03-06	132.63915773615787	133.09750287827276	130.37736805851614	130.9253692626953	35318600
2024-03-07	132.31035434571908	134.4525976438854	131.1346238166757	133.89462280273438	37738200
2024-03-08	133.72523591626486	137.59121089480263	133.51598775330365	134.9208984375	39343100
2024-03-11	135.63831380184791	138.59758760715184	135.63831380184791	137.17274475097656	32437800
2024-03-12	136.53504899669008	138.87656692228538	136.53504899669008	137.99974060058594	27563400
2024-03-13	138.4979400797509	140.58038747235574	138.48798167249268	139.2850799560547	23347200
2024-03-14	140.68002514056542	143.07135027588964	139.95266615248607	142.5831298828125	42753400
2024-03-15	141.98528334139613	142.66281985185842	139.52420388051803	140.6700439453125	49460600
2024-03-18	148.07322469496503	151.6004316065011	146.63842350936574	147.14657592773438	69273700
