Price	Open	High	Low	Close	Volume
Ticker	AVGO	AVGO	AVGO	AVGO	AVGO
Date					
2024-02-07	121.75997938201859	124.27707078643549	121.03967798339666	124.03533172607422	25768000
2024-02-08	125.01611923507336	127.87462044207523	124.8197664688422	125.78180694580078	29326000
2024-02-09	123.53902093447454	126.86620023450372	123.23906033410219	126.63826751708984	26293000
2024-02-12	127.28655475600377	127.29247176256251	124.2267622612969	124.81878662109375	24778000
2024-02-13	121.8704947942683	123.91791449967728	121.0781654855329	123.50152587890625	31907000
2024-02-14	125.23715305397577	125.60815538149038	122.48225958643206	124.54447937011719	27306000
2024-02-15	126.29392199290051	126.29885283175987	122.83056853006508	124.82569885253906	21873000
2024-02-16	124.23069656858195	125.87258294368536	122.58782402580101	122.89271545410156	21268000
2024-02-20	121.94350596363712	122.12703854850915	119.64447051020201	121.0248794555664	26329000
2024-02-21	120.18123766593497	121.17287814820419	118.6656485811322	121.11367797851562	20640000
2024-02-22	126.46757255688706	129.3556737398479	125.95053463293563	128.75575256347656	40819000
2024-02-23	129.09814913327307	130.2081976022975	127.16912976482666	127.9140853881836	23115000
2024-02-26	129.25897550840293	130.12629119890357	128.41632153892164	129.17312622070312	16282000
2024-02-27	129.17310969819493	129.4503808802458	127.50458940790067	127.90026092529297	12126000
2024-02-28	127.58157630354962	128.126242023891	126.5919005020459	127.22833251953125	10967000
2024-02-29	128.59886754842026	129.10110548205435	127.01717488459157	128.32061767578125	27536000
2024-03-01	130.83081235920048	138.9050571770439	130.24569117020468	138.05747985839844	44488000
2024-03-04	138.45015681407386	141.9056126714008	136.6780212331332	138.36233520507812	34854000
2024-03-05	137.64599670266958	137.64599670266958	131.46623365923747	132.4904327392578	36040000
2024-03-06	137.30855420918928	137.62923185301048	132.9157116295011	133.205810546875	43196000
2024-03-07	136.36230793830225	139.55134860062103	135.46439843827693	138.8310546875	62832000
2024-03-08	137.57199649433667	139.42207709523953	128.42815981870567	129.13265991210938	74025000
2024-03-11	126.0945898095279	128.17555414744095	123.59130481409967	127.59339904785156	31105000
2024-03-12	128.96296033300646	129.04092027939691	124.25438583816712	127.47106170654297	42789000
2024-03-13	126.58301018666839	126.58301018666839	123.57157774185417	124.1152572631836	37838000
